ID,敏感函数,漏洞描述,文件路径,漏洞代码行,漏洞详情
126,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第14行,"				$data=file_get_contents($path.$file);
"
127,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第29行,"						unlink($path.$file);
"
128,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第29行,"						unlink($path.$file);
"
129,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第29行,"						unlink($path.$file);
"
130,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第29行,"						unlink($path.$file);
"
131,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第29行,"						unlink($path.$file);
"
132,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第29行,"						unlink($path.$file);
"
133,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第14行,"				$data=file_get_contents($path.$file);
"
134,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第197行,"					unlink($path.$file);
"
135,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第197行,"					unlink($path.$file);
"
136,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第249行,"				$page_data=file_get_contents($page_html_file);
"
137,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第255行,"				$pagejs_data=file_get_contents($page_dir.'/index.js');
"
138,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第263行,"		$app_json=file_get_contents($temp_dir.'/app.json');
"
139,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第270行,"		$css_json=file_get_contents($temp_dir.'/app.wxss');
"
140,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\develop.php,第284行,"		$app_js=file_get_contents($temp_dir.'/app.js');
"
141,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\fans_api.php,第15行,"		$result=file_get_contents($url);
"
142,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\fans_api.php,第15行,"		$result=file_get_contents($url);
"
143,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\fans_api.php,第15行,"		$result=file_get_contents($url);
"
144,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\fans_api.php,第15行,"		$result=file_get_contents($url);
"
145,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第43行,"			$return=file_get_contents($temp);
"
146,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第49行,"		@unlink($temp);
"
147,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第164行,"	public function file_copy($src, $des) {
"
148,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第170行,"					$this->file_copy($src . '/' . $file, $des . '/' . $file);
"
149,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第172行,"					copy($src . '/' . $file, $des . '/' . $file);
"
150,rmdirs,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第179行,"	public function rmdirs($path, $hold = false) {
"
151,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第186行,"				is_dir($file) ? $this->rmdirs($file) : @unlink($file);
"
152,rmdirs,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第186行,"				is_dir($file) ? $this->rmdirs($file) : @unlink($file);
"
153,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第227行,"		return file_get_contents($file);
"
154,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第230行,"		$data=file_get_contents($url);
"
155,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第329行,"			copy($from,ROOT_AT.$filename);
"
156,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第368行,"			@unlink($temp);
"
157,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第371行,"			@unlink($from);
"
158,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第460行,"		copy($from,ROOT_AT.$temp);
"
159,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第499行,"		$res=@unserialize(base64_decode($res));
"
160,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第599行,"			copy($srcfile, $desfile);
"
161,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\files.php,第599行,"			copy($srcfile, $desfile);
"
162,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\http.php,第136行,"			fwrite($fp, $fdata);
"
163,fgets,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\http.php,第139行,"				$content .= fgets($fp, 512);
"
164,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第51行,"				$temp=file_get_contents($this->root_windows.$item['type'].'.html');
"
165,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第79行,"				$temp=file_get_contents($this->root_windows.'modal_search_one.html');
"
166,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第81行,"				$temp=file_get_contents($this->root_windows.'search_one.html');
"
167,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第100行,"					$temp=file_get_contents($this->root_windows_list_edit.$item['type'].'.html');
"
168,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第102行,"					$temp=file_get_contents($this->root_windows_list_show.$item['type'].'.html');
"
169,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第100行,"					$temp=file_get_contents($this->root_windows_list_edit.$item['type'].'.html');
"
170,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第102行,"					$temp=file_get_contents($this->root_windows_list_show.$item['type'].'.html');
"
171,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第129行,"		$list_temp=file_get_contents($this->root_windows.'list.html');
"
172,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第170行,"						$temp=file_get_contents($this->root_windows_list_show.$row['type'].'.html');
"
173,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第184行,"						$temp=file_get_contents($this->root_windows.$row['type'].'.html');
"
174,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第51行,"				$temp=file_get_contents($this->root_windows.$item['type'].'.html');
"
175,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第250行,"			$temp=file_get_contents($this->root_windows.'edit_show/'.$item['type'].'.html');
"
176,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第279行,"		$temp=file_get_contents($this->root_mobile.$html['type'].'.html');
"
177,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\made_page.php,第293行,"		$temp=file_get_contents($this->root_windows.$html['type'].'.html');
"
178,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\module.php,第28行,"			$image=file_get_contents($module['image']);
"
179,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\module.php,第201行,"						require($modulepath . $manifest['uninstall']);
"
180,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\module.php,第278行,"		$xml = file_get_contents($filename);
"
181,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第24行,"				$this->default_setting_data=require($default_setting_file);
"
182,require_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第29行,"				require_once($init_file);
"
183,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第63行,"				require($init_file);
"
184,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第72行,"						require($init_file);
"
185,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第83行,"			return require($file);
"
186,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第95行,"			$result=require($file);
"
187,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第158行,"		$str=file_get_contents($file);
"
188,require_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\plugin.php,第213行,"				require_once($file);
"
189,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\session_file.php,第32行,"			$row=file_get_contents($file);
"
190,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\session_file.php,第50行,"		@unlink($file);
"
191,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\syskefu.php,第14行,"			$res=file_get_contents($url);
"
192,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\template.php,第98行,"		$html=file_get_contents($mainsource);
"
193,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\template.php,第172行,"				$search['plugin_head']=file_get_contents($file);
"
194,$_SERVER['HTTP_REFERER'],获取IP地址方式可伪造，HTTP_REFERER可伪造，常见引发SQL注入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\tools.php,第169行,"		$_SESSION['referer'] = !empty($_RQ['referer']) ? $_RQ['referer'] : $_SERVER['HTTP_REFERER'];;
"
195,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\tools.php,第622行,"		$res=unserialize($res);
"
196,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\tools.php,第775行,"		$contents = file_get_contents($url);
"
197,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\tools.php,第799行,"			$qr = file_get_contents($filename);
"
198,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\tools.php,第801行,"		unlink($filename);
"
199,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\class\url_diy.php,第16行,"			$url_config=require($config_file);
"
200,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\user.php,第82行,"			$config=unserialize(cfc('tools')->base64_decode($config));
"
201,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\wxapp_api.php,第549行,"			copy($source,$temp);
"
202,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\class\wxapp_api.php,第556行,"			@unlink($temp);
"
203,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\function\cache.mysql.php,第21行,"		return unserialize($val);
"
204,$_SERVER['HTTP_X_FORWARDED_FOR'],获取IP地址方式可伪造，HTTP_REFERER可伪造，常见引发SQL注入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\function\global.php,第18行,"	} elseif(isset($_SERVER['HTTP_X_FORWARDED_FOR']) AND preg_match_all('#\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}#s', $_SERVER['HTTP_X_FORWARDED_FOR'], $matches)) {
"
